0,351,262
0,352,262
1,454,144
1,455,144
2,525,138
2,524,139
2,522,139
2,520,141
2,520,144
2,521,145
2,520,147
2,521,146
2,525,146
2,526,147
2,526,169
2,525,170
2,525,212
2,526,213
2,526,226
2,527,227
2,527,257
2,526,258
2,526,261
2,525,262
2,515,262
2,514,261
2,512,262
2,493,262
2,492,263
2,492,270
2,491,271
2,491,274
2,494,276
2,555,276
2,556,275
2,557,276
2,556,275
2,556,270
2,557,269
2,557,264
2,556,263
2,555,263
2,557,264
2,557,269
2,556,270
2,556,275
2,555,276
2,494,276
2,491,274
2,491,271
2,492,270
2,492,263
2,493,262
2,512,262
2,513,261
2,515,262
2,525,262
2,527,261
2,526,260
2,526,258
2,527,257
2,527,227
2,526,226
2,526,213
2,525,212
2,525,170
2,526,169
2,526,147
2,525,146
2,522,146
2,520,144
2,520,141
2,522,139
2,524,139
3,537,137
3,541,137
3,542,138
3,542,141
3,541,142
3,541,150
3,540,151
3,540,156
3,539,157
3,539,161
3,538,162
3,538,167
3,537,168
3,537,175
3,536,176
3,536,178
3,535,179
3,535,193
3,534,194
3,534,197
3,535,198
3,535,215
3,536,216
3,536,241
3,537,242
3,537,245
3,538,246
3,538,255
3,539,256
3,539,261
3,540,262
3,544,262
3,545,263
3,550,263
3,545,263
3,544,262
3,540,262
3,539,261
3,539,256
3,538,255
3,538,246
3,537,245
3,537,242
3,536,241
3,536,216
3,535,215
3,535,198
3,534,197
3,534,194
3,535,193
3,535,179
3,536,178
3,536,176
3,537,175
3,537,168
3,538,167
3,538,162
3,539,161
3,539,157
3,540,156
3,540,151
3,541,150
3,541,142
3,542,141
3,542,138
3,541,137
3,538,137
4,372,133
4,373,146
4,365,150
4,360,170
4,353,170
4,356,175
4,350,179
4,350,171
4,344,180
4,330,179
4,335,185
4,331,189
4,315,180
4,325,178
4,313,179
4,303,170
4,293,143
4,282,143
4,284,253
4,240,251
4,240,279
4,255,277
4,254,320
4,239,318
4,244,312
4,238,311
4,239,284
4,237,327
4,137,324
4,150,325
4,150,335
4,138,338
4,133,333
4,130,338
4,80,336
4,69,326
4,81,324
