66,235,325,curved
66,220,325,curved
67,220,325,curved
67,220,325,curved
68,220,325,curved
68,210,325,curved
69,210,325,curved
69,205,325,curved
70,205,325,curved
70,205,325,curved
71,205,325,curved
71,180,325,curved
72,180,325,curved
72,175,325,curved
73,175,325,curved
73,150,325,curved
74,150,325,curved
74,145,325,curved
75,145,325,curved
75,145,325,curved
76,145,325,curved
76,140,325,curved
77,140,325,curved
77,135,325,curved
78,135,325,curved
78,130,325,curved
79,130,325,curved
79,125,325,curved
80,125,325,curved
80,125,325,curved
81,125,325,curved
81,110,325,curved
82,110,325,curved
82,110,325,curved
83,110,325,curved
83,105,325,curved
84,105,325,curved
84,100,320,curved
85,100,320,curved
85,100,315,curved
86,100,315,curved
86,100,300,curved
87,100,300,curved
87,100,300,curved
88,100,300,curved
88,100,290,curved
89,100,290,curved
89,100,290,curved
90,100,290,curved
90,100,275,curved
91,100,275,curved
91,100,275,curved
92,100,275,curved
92,100,250,curved
93,100,250,curved
93,100,250,curved
94,100,250,curved
94,100,235,curved
95,100,235,curved
95,100,230,curved
96,100,230,curved
96,100,220,curved
97,100,220,curved
97,100,220,curved
98,100,220,curved
98,100,195,curved
99,100,195,curved
99,100,195,curved
100,100,195,curved
100,100,160,curved
101,100,160,curved
101,105,160,curved
102,105,160,curved
102,105,150,curved
103,105,150,curved
103,105,145,curved
104,105,145,curved
104,110,150,curved
105,110,150,curved
105,125,150,curved
106,125,150,curved
106,130,150,curved
107,130,150,curved
107,130,145,curved
108,130,145,curved
108,120,145,curved
109,120,145,curved
109,120,145,curved
110,120,145,curved
110,110,145,curved
111,110,145,curved
111,110,140,curved
112,110,140,curved
112,105,140,curved
113,105,140,curved
113,95,140,curved
114,95,140,curved
114,95,140,curved
115,95,140,curved
115,95,155,curved
116,95,155,curved
116,95,155,curved
117,95,155,curved
117,95,165,curved
118,95,165,curved
118,95,165,curved
119,95,165,curved
119,95,170,curved
120,95,170,curved
120,90,170,curved
121,90,170,curved
121,90,240,curved
122,90,240,curved
122,90,240,curved
123,90,240,curved
123,90,260,curved
124,90,260,curved
124,90,260,curved
125,90,260,curved
125,90,285,curved
126,90,285,curved
126,95,285,curved
127,95,285,curved
127,95,300,curved
128,95,300,curved
128,90,300,curved
129,90,300,curved
129,95,305,curved
130,95,305,curved
130,90,305,curved
131,90,305,curved
131,95,310,curved
132,95,310,curved
132,95,315,curved
133,95,315,curved
133,90,315,curved
134,90,315,curved
134,90,325,curved
135,90,325,curved
135,90,325,curved
136,90,325,curved
136,70,325,curved
137,70,325,curved
137,70,330,curved
138,70,330,curved
138,75,335,curved
139,75,335,curved
139,75,335,curved
140,75,335,curved
140,80,335,curved
141,80,335,curved
141,90,335,curved
142,90,335,curved
142,90,335,curved
143,90,335,curved
143,95,335,curved
144,95,335,curved
144,100,335,curved
145,100,335,curved
145,100,335,curved
146,100,335,curved
146,105,335,curved
147,105,335,curved
147,110,335,curved
148,110,335,curved
148,120,335,curved
149,120,335,curved
149,120,340,curved
150,120,340,curved
150,130,340,curved
151,130,340,curved
151,130,335,curved
152,130,335,curved
152,135,340,curved
153,135,340,curved
153,145,340,curved
154,145,340,curved
154,145,335,curved
155,145,335,curved
155,180,335,curved
156,180,335,curved
156,180,340,curved
157,180,340,curved
157,190,340,curved
158,190,340,curved
158,195,335,curved
159,195,335,curved
159,195,325,curved
160,195,325,curved
160,195,325,curved
161,195,325,curved
161,205,325,curved
162,205,325,curved
162,205,325,curved
163,205,325,curved
163,210,325,curved
164,210,325,curved
164,220,325,curved
165,220,325,curved
165,220,325,curved
166,220,325,curved
166,230,335,curved
167,230,335,curved
167,230,335,curved
168,230,335,curved
168,235,335,curved
169,235,335,curved
169,235,340,curved
170,235,340,curved
170,245,340,curved
171,245,340,curved
171,245,335,curved
172,245,335,curved
172,250,335,curved
173,250,335,curved
173,255,335,curved
174,255,335,curved
174,255,325,curved
175,255,325,curved
175,255,325,curved
176,255,325,curved
176,255,320,curved
177,255,320,curved
177,255,320,curved
178,255,320,curved
178,255,280,curved
179,255,280,curved
179,260,275,curved
180,260,275,curved
180,260,270,curved
181,260,270,curved
181,260,265,curved
182,260,265,curved
182,265,265,curved
183,265,265,curved
183,265,270,curved
184,265,270,curved
184,270,265,curved
185,270,265,curved
185,290,265,curved
186,290,265,curved
186,290,270,curved
187,290,270,curved
187,305,270,curved
188,305,270,curved
188,305,270,curved
189,305,270,curved
189,330,270,curved
190,330,270,curved
190,335,270,curved
191,335,270,curved
191,340,270,curved
192,340,270,curved
192,345,270,curved
193,345,270,curved
193,345,260,curved
194,345,260,curved
194,340,260,curved
195,340,260,curved
195,335,260,curved
196,335,260,curved
196,335,265,curved
197,335,265,curved
197,330,270,curved
198,330,270,curved
198,305,270,curved
199,305,270,curved
199,300,270,curved
200,300,270,curved
200,295,265,curved
201,295,265,curved
201,300,260,curved
202,300,260,curved
202,295,255,curved
203,295,255,curved
203,295,255,curved
204,295,255,curved
204,295,245,curved
205,295,245,curved
205,295,245,curved
206,295,245,curved
206,295,240,curved
207,295,240,curved
207,295,235,curved
208,295,235,curved
208,295,225,curved
209,295,225,curved
209,295,220,curved
210,295,220,curved
210,295,210,curved
211,295,210,curved
211,295,210,curved
212,295,210,curved
212,295,195,curved
213,295,195,curved
213,295,190,curved
214,295,190,curved
214,295,185,curved
215,295,185,curved
215,305,185,curved
216,305,185,curved
216,305,190,curved
217,305,190,curved
217,315,190,curved
218,315,190,curved
218,320,190,curved
219,320,190,curved
219,320,185,curved
220,320,185,curved
220,330,190,curved
221,330,190,curved
221,335,185,curved
222,335,185,curved
222,340,190,curved
223,340,190,curved
223,360,190,curved
224,360,190,curved
224,360,190,curved
225,360,190,curved
225,365,190,curved
226,365,190,curved
226,370,190,curved
227,370,190,curved
227,375,195,curved
228,375,195,curved
228,380,195,curved
229,380,195,curved
229,380,190,curved
230,380,190,curved
230,380,165,curved
231,380,165,curved
231,380,165,curved
232,380,165,curved
232,380,155,curved
233,380,155,curved
233,380,155,curved
234,380,155,curved
234,380,145,curved
235,380,145,curved
235,385,140,curved
236,385,140,curved
236,395,140,curved
237,395,140,curved
237,395,140,curved
238,395,140,curved
238,400,140,curved
239,400,140,curved
239,405,140,curved
240,405,140,curved
240,410,140,curved
241,410,140,curved
241,410,140,curved
242,410,140,curved
242,415,140,curved
243,415,140,curved
243,420,140,curved
244,420,140,curved
244,450,140,curved
245,450,140,curved
245,450,140,curved
246,450,140,curved
246,485,140,curved
247,485,140,curved
247,490,140,curved
248,490,140,curved
248,490,135,curved
249,490,135,curved
249,485,130,curved
250,485,130,curved
250,485,135,curved
251,485,135,curved
251,445,135,curved
252,445,135,curved
252,445,135,curved
253,445,135,curved
253,440,135,curved
254,440,135,curved
254,370,135,curved
255,110,90,straight
255,110,95,straight
256,95,85,curved
256,95,85,curved
257,95,85,curved
257,90,85,curved
258,90,85,curved
258,90,85,curved
259,90,85,curved
259,80,85,curved
260,80,85,curved
260,75,85,curved
261,75,85,curved
261,75,85,curved
262,75,85,curved
262,70,85,curved
263,70,85,curved
263,70,85,curved
264,70,85,curved
264,60,85,curved
265,60,85,curved
265,55,90,curved
266,55,90,curved
266,55,95,curved
267,55,95,curved
267,60,95,curved
268,60,95,curved
268,65,95,curved
269,65,95,curved
269,65,95,curved
270,65,95,curved
270,70,95,curved
271,70,95,curved
271,70,100,curved
272,70,100,curved
272,90,100,curved
273,90,100,curved
273,95,100,curved
274,95,100,curved
274,95,95,curved
275,95,95,curved
275,100,95,curved
276,100,95,curved
276,100,95,curved
277,100,95,curved
277,105,90,curved
278,105,90,curved
278,105,90,curved
279,105,90,curved
279,105,85,curved
280,105,85,curved
280,100,85,curved
281,470,80,straight
281,470,80,straight
282,150,40,curved
282,150,45,curved
283,150,45,curved
283,150,50,curved
284,150,50,curved
284,150,60,curved
285,150,60,curved
285,150,80,curved
286,150,80,curved
286,150,80,curved
287,150,80,curved
287,150,85,curved
288,150,85,curved
288,145,85,curved
289,145,85,curved
289,140,85,curved
290,140,85,curved
290,140,85,curved
291,140,85,curved
291,140,90,curved
292,140,90,curved
292,145,95,curved
293,145,95,curved
293,180,95,curved
294,180,95,curved
294,180,95,curved
295,180,95,curved
295,195,95,curved
296,195,95,curved
296,195,95,curved
297,195,95,curved
297,210,95,curved
298,210,95,curved
298,210,95,curved
299,210,95,curved
299,225,95,curved
300,225,95,curved
300,225,95,curved
301,225,95,curved
301,325,95,curved
302,325,95,curved
302,325,90,curved
303,325,90,curved
303,325,85,curved
304,325,85,curved
304,315,85,curved
305,315,85,curved
305,315,85,curved
306,315,85,curved
306,310,85,curved
307,310,85,curved
307,305,85,curved
308,305,85,curved
308,305,85,curved
309,305,85,curved
309,295,85,curved
310,295,85,curved
310,295,85,curved
311,295,85,curved
311,290,85,curved
312,290,85,curved
312,290,85,curved
313,290,85,curved
313,270,85,curved
314,270,85,curved
314,265,90,curved
315,265,90,curved
315,260,90,curved
316,260,90,curved
316,255,85,curved
317,255,85,curved
317,250,90,curved
318,250,90,curved
318,235,90,curved
319,235,90,curved
319,235,85,curved
320,235,85,curved
320,165,85,curved
321,165,85,curved
321,165,85,curved
322,165,85,curved
322,160,85,curved
323,160,85,curved
323,160,85,curved
324,160,85,curved
324,160,60,curved
325,160,60,curved
325,160,55,curved
326,160,55,curved
326,160,45,curved
327,160,45,curved
327,155,45,curved
328,155,45,curved
328,150,45,curved
329,150,45,curved
329,150,40,curved
