0,370,130
0,374,135
1,374,135
1,370,145
2,370,145
2,371,149
3,371,149
3,365,150
4,365,150
4,370,160
5,370,160
5,360,160
6,360,160
6,362,172
7,362,172
7,348,172
8,348,172
8,355,175
9,355,175
9,350,180
10,350,180
10,346,182
11,346,182
11,340,180
12,340,180
12,331,179
13,331,179
13,325,180
14,325,180
14,315,175
15,315,175
15,305,175
16,305,175
16,306,168
17,306,168
17,297,159
18,297,159
18,295,155
19,295,155
19,295,150
20,295,150
20,293,145
21,293,145
21,295,140
22,295,140
22,282,142
23,282,142
23,280,145
24,280,145
24,285,145
25,285,145
25,286,165
26,286,165
26,285,170
27,285,170
27,286,199
28,286,199
28,285,210
29,285,210
29,287,217
30,287,217
30,285,225
31,285,225
31,285,230
32,285,230
32,287,234
33,287,234
33,285,245
34,285,245
34,282,254
35,282,254
35,270,255
36,270,255
36,258,254
37,258,254
37,240,251
38,240,251
38,240,276
39,240,276
39,240,285
40,240,285
40,240,290
41,240,290
41,238,297
42,238,297
42,241,312
43,241,312
43,235,325
44,235,325
44,220,325
45,220,325
45,180,325
46,180,325
46,175,325
47,175,325
47,150,324
48,150,324
48,145,325
49,145,325
49,135,325
50,135,325
50,130,325
51,130,325
51,125,325
52,125,325
52,117,327
53,117,327
53,105,325
54,105,325
54,103,321
55,103,321
55,100,315
56,100,315
56,100,300
57,100,300
57,104,283
58,104,283
58,100,275
59,100,275
59,100,250
60,100,250
60,100,235
61,100,235
61,100,230
62,100,230
62,103,212
63,103,212
63,100,195
64,100,195
64,100,160
65,100,160
65,105,160
66,105,160
66,105,150
67,105,150
67,104,147
68,104,147
68,110,150
69,110,150
69,125,150
70,125,150
70,130,150
71,130,150
71,132,144
72,132,144
72,120,145
73,120,145
73,110,145
74,110,145
74,109,138
75,109,138
75,105,140
76,105,140
76,93,140
77,93,140
77,95,155
78,95,155
78,95,165
79,95,165
79,95,170
80,95,170
80,90,170
81,90,170
81,90,240
82,90,240
82,90,260
83,90,260
83,90,285
84,90,285
84,95,285
85,95,285
85,94,307
86,94,307
86,90,315
87,90,315
87,93,324
88,93,324
88,68,327
89,68,327
89,70,330
90,70,330
90,75,335
91,75,335
91,80,335
92,80,335
92,90,335
93,90,335
93,95,335
94,95,335
94,99,339
95,99,339
95,110,335
96,110,335
96,122,337
97,122,337
97,120,340
98,120,340
98,130,340
99,130,340
99,130,335
100,130,335
100,135,340
101,135,340
101,147,334
102,147,334
102,180,335
103,180,335
103,180,340
104,180,340
104,191,336
105,191,336
105,195,335
106,195,335
106,197,328
107,197,328
107,205,325
108,205,325
108,210,325
109,210,325
109,220,325
110,220,325
110,231,338
111,231,338
111,235,340
112,235,340
112,245,340
113,245,340
113,245,335
114,245,335
114,250,335
115,250,335
115,253,339
116,253,339
116,255,325
117,255,325
117,252,320
118,252,320
118,255,280
119,255,280
119,258,275
120,258,275
120,260,270
121,260,270
121,260,265
122,260,265
122,290,265
123,290,265
123,290,270
124,290,270
124,305,270
125,305,270
125,330,270
126,330,270
126,335,270
127,335,270
127,341,269
128,341,269
128,345,270
129,345,270
129,344,258
130,344,258
130,340,260
131,340,260
131,333,258
132,333,258
132,335,265
133,335,265
133,330,270
134,330,270
134,305,270
135,305,270
135,300,270
136,300,270
136,295,265
137,295,265
137,300,258
138,300,258
138,295,255
139,295,255
139,296,248
140,296,248
140,295,240
141,295,240
141,295,235
142,295,235
142,295,225
143,295,225
143,299,222
144,299,222
144,295,210
145,295,210
145,298,196
146,298,196
146,295,190
147,295,190
147,295,186
148,295,186
148,305,190
149,305,190
149,315,190
150,315,190
150,320,190
151,320,190
151,320,185
152,320,185
152,329,192
153,329,192
153,335,185
154,335,185
154,340,190
155,340,190
155,360,190
156,360,190
156,365,190
157,365,190
157,372,191
158,372,191
158,375,195
159,375,195
159,380,195
160,380,195
160,379,182
161,379,182
161,379,171
162,379,171
162,381,159
163,381,159
163,380,145
164,380,145
164,385,140
165,385,140
165,395,140
166,395,140
166,405,140
167,405,140
167,411,135
168,411,135
168,420,140
169,420,140
169,450,140
170,450,140
170,486,143
171,486,143
171,490,140
172,490,140
172,488,133
173,488,133
173,370,135
174,110,95
174,110,90
175,110,90
175,100,85
176,100,85
176,105,85
177,105,85
177,104,91
178,104,91
178,100,95
179,100,95
179,94,100
180,94,100
180,70,100
181,70,100
181,70,95
182,70,95
182,60,95
183,60,95
183,55,95
184,55,95
184,58,89
185,58,89
185,60,85
186,60,85
186,70,85
187,70,85
187,75,85
188,75,85
188,85,87
189,85,87
189,95,85
190,150,40
190,148,43
191,148,43
191,150,50
192,150,50
192,150,60
193,150,60
193,150,80
194,150,80
194,150,87
195,150,87
195,145,85
196,145,85
196,140,85
197,140,85
197,141,92
198,141,92
198,145,95
199,145,95
199,180,95
200,180,95
200,195,95
201,195,95
201,210,95
202,210,95
202,225,95
203,225,95
203,326,94
204,326,94
204,325,90
205,325,90
205,325,85
206,325,85
206,315,83
207,315,83
207,310,85
208,310,85
208,302,91
209,302,91
209,295,85
210,295,85
210,290,85
211,290,85
211,270,85
212,270,85
212,265,90
213,265,90
213,257,92
214,257,92
214,255,85
215,255,85
215,250,90
216,250,90
216,235,90
217,235,90
217,235,85
218,235,85
218,165,85
219,165,85
219,160,84
220,160,84
220,160,60
221,160,60
221,160,55
222,160,55
222,158,43
223,158,43
223,155,45
224,155,45
224,150,40
0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450
