0,391,386
0,390,387
0,387,388
0,388,388
0,391,386
0,439,386
0,440,387
0,440,457
0,439,458
0,439,467
0,441,469
0,485,469
0,486,468
0,487,468
0,486,468
0,485,469
0,441,469
0,439,467
0,439,458
0,440,457
0,440,387
0,439,386
0,392,386
1,290,296
1,292,296
1,293,297
1,293,329
1,294,330
1,293,329
1,293,327
1,294,326
1,313,326
1,314,327
1,314,386
1,313,387
1,298,387
1,297,386
1,294,386
1,293,385
1,293,381
1,293,385
1,292,386
1,285,386
1,284,387
1,284,400
1,285,401
1,285,403
1,283,405
1,280,405
1,283,405
1,285,403
1,285,401
1,284,400
1,284,387
1,285,386
1,297,386
1,298,387
1,325,387
1,326,386
1,335,386
1,326,386
1,325,387
1,315,387
1,314,386
1,314,325
1,315,324
1,313,326
1,294,326
1,293,325
1,293,297
1,294,296
1,313,296
1,314,297
1,314,299
1,314,297
1,313,296
1,291,296
2,219,292
2,217,296
2,190,296
2,189,297
2,189,404
2,188,405
2,93,405
2,92,404
2,92,365
2,92,404
2,93,405
2,226,405
2,228,404
2,226,405
2,190,405
2,189,404
2,189,297
2,190,296
2,217,296
2,218,295
2,220,296
2,264,296
2,220,296
2,218,294
2,219,293
3,662,251
3,663,251
4,353,127
4,353,260
4,350,262
4,351,261
4,358,261
4,359,262
4,358,261
4,354,261
4,353,260
4,353,128
5,131,93
5,129,95
5,129,258
5,92,259
5,91,309
5,92,284
5,104,283
5,92,282
5,93,258
5,129,259
5,133,262
5,157,261
5,159,263
5,159,281
5,153,282
5,159,281
5,160,262
5,217,261
5,219,265
5,219,241
5,217,261
5,133,262
5,129,259
5,130,213
5,218,213
5,218,215
5,220,213
5,225,214
5,129,212
5,129,95
5,131,93
5,158,93
5,132,93
6,691,37
6,689,38
6,691,37
6,696,37
6,697,38
6,697,250
6,696,251
6,681,251
6,696,251
6,697,250
6,697,38
6,696,37
6,692,37
7,577,19
7,586,19
7,587,20
7,587,36
7,588,37
7,600,37
7,601,38
7,602,38
7,601,38
7,600,37
7,588,37
7,587,36
7,587,20
7,586,19
7,578,19
8,495,19
8,496,19
9,482,19
9,483,19
10,393,19
10,390,94
10,212,93
10,252,94
10,253,106
10,254,94
10,274,95
10,274,171
10,254,172
10,253,165
10,253,260
10,321,261
10,314,258
10,313,261
10,253,260
10,254,172
10,312,172
10,314,231
10,314,174
10,274,171
10,274,95
10,389,93
10,391,230
10,387,241
10,388,259
10,384,262
10,388,259
10,390,231
10,586,232
10,586,468
10,539,469
10,588,471
10,586,252
10,647,250
10,587,251
10,585,231
10,392,231
10,392,20
10,404,19
10,394,19
0,23,77,102,104,114,147,160,175,177,179,219
